"city","state","total_orders","total_sales"
"goiatuba","GO","1562","333336.47999999847"
"camacari","BA","3351","330782.4599999959"
"lagoa vermelha","RS","2856","329714.9999999975"
"morro agudo","SP","3560","329469.09999999957"
"itaguai","RJ","2255","328550.97999999905"
"guanhaes","MG","3211","326415.04999999737"
"guaíba","RS","2220","325050.59999999806"
"caico","RN","1190","324060.7999999989"
"miracema","RJ","3940","323718.279999994"
"sao joao da barra","RJ","2448","323677.61999999906"
"santa rosa","RS","3861","323155.83999999636"
"icara","SC","3892","322110.25999999745"
"araxá","MG","2267","321954.3899999988"
"jales","SP","3318","321168.42999999435"
"aruja","SP","3487","319262.0399999954"
"birigüi","SP","2043","317727.64999999886"
"bragança paulista","SP","2324","316447.73999999894"
"igarape","MG","2158","316107.1599999968"
"quissama","RJ","1665","313870.25999999954"
"ibirite","MG","3112","313345.599999996"
"ibotirama","BA","927","312336.16999999795"
"espinosa","MG","1380","311085.34999999683"
"dom pedrito","RS","2332","309929.159999999"
"bonfim paulista","SP","2898","309628.61999999906"
"pomerode","SC","2156","309554.5599999988"
"jacarezinho","PR","3876","309364.07999999315"
"americo brasiliense","SP","2358","309173.0999999998"
"sapiranga","RS","2929","309032.1799999954"
"pirapora do bom jesus","SP","1904","307401.91999999934"
"irece","BA","4071","306125.03999999934"
"altamira","PA","1546","305791.38999999716"
"pinheiral","RJ","2115","305291.78999999765"
"indaial","SC","2846","303909.15999999933"
"manhumirim","MG","1968","302798.9399999995"
"salgueiro","PE","2210","301073.4999999971"
"tres rios","RJ","1316","300043.3599999983"
"nova granada","SP","3507","298985.10999999696"
"são joão da boa vista","SP","2462","298472.7999999989"
"santo antonio de jesus","BA","2192","298272.9399999983"
"santo antonio do monte","MG","2432","297784.7199999999"
"barra do garças","MT","2555","297562.60000000073"
"santa rosa de viterbo","SP","3097","296369.8599999954"
"araucaria","PR","3904","295780.7399999982"
"lapa","PR","2610","295683.9999999972"
"serrinha","BA","2465","295675.2999999994"
"alagoinhas","BA","2003","295666.3899999988"
"imbe","RS","1836","294618.6"
"osório","RS","1927","293808.2799999991"
"itaocara","RJ","3062","292970.2999999953"
"mogi guaçu","SP","2643","292536.0699999995"
"itanhandu","MG","2295","290696.93999999866"
"paty do alferes","RJ","2596","290695.13999999774"
"quata","SP","1209","290119.0799999992"
"iguape","SP","2982","289588.4099999969"
"pontes e lacerda","MT","1674","289559.22000000055"
"dias d'avila","BA","3078","289382.15999999654"
"santa vitoria do palmar","RS","2475","288873.75000000076"
"arapongas","PR","1447","288857.269999999"
"aparecida de goiania","GO","2646","287837.649999999"
"embu-guaçu","SP","2622","287255.279999997"
"alvorada","RS","2391","286508.51999999676"
"campos do jordão","SP","2349","284750.99999999977"
"viamao","RS","3425","283121.88999999664"
"santana do livramento","RS","2963","282015.8200000009"
"paraisopolis","MG","2144","281622.4399999995"
"ipora","GO","2224","281612.60999999614"
"jaguariúna","SP","2238","278745.0800000004"
"são lourenço","MG","2574","278710.7399999998"
"pompeia","SP","3504","278433.679999999"
"bastos","SP","3564","277120.7999999991"
"joão monlevade","MG","2321","277097.2499999994"
"bom jardim","RJ","1760","277004.25000000006"
"jardinopolis","SP","2422","276808.64999999985"
"sobral","CE","1164","276099.68999999913"
"boa esperanca","MG","2148","275627.7799999995"
"castelo","ES","3096","275337.5999999993"
"viradouro","SP","3300","274763.27999999863"
"fazenda rio grande","PR","2178","274489.2299999983"
"vitória da conquista","BA","1471","274209.86"
"aracati","CE","2376","274183.4700000001"
"valença","BA","1591","274064.3699999982"
"varzea da palma","MG","1386","273643.0200000001"
"guariba","SP","2380","273433.1000000007"
"coxim","MS","2223","273386.2500000007"
"buritizeiro","MG","1274","271907.09000000014"
"quirinopolis","GO","2928","270098.8499999987"
"pires do rio","GO","1309","269563.91000000003"
"campo limpo paulista","SP","2616","267283.36999999965"
"agudos","SP","3570","265712.9999999906"
"itamaraju","BA","2160","265343.39999999956"
"mandaguacu","PR","328","264204"
"jequie","BA","2136","261794.93999999674"
"nova era","MG","2016","261413.46000000002"
"sao bento do sul","SC","2518","261284.2599999998"
"araguaina","TO","1217","260634.5800000002"
"navirai","MS","1360","259879.68000000028"
"monte alegre do sul","SP","1867","259774.57000000053"
"jacareí","SP","3041","259247.31999999835"
"vazante","MG","1503","258788.20999999993"
"tangará da serra","MT","1560","258089.00000000003"
"arapiraca","AL","807","257800.02999999875"
"santo anastacio","SP","2970","254420.9999999996"
"sao lourenco do sul","RS","1785","254110.21999999936"
"porangatu","GO","1932","252284.7000000004"
"cáceres","MT","1643","251760.0700000004"
"sabara","MG","2155","251559.30999999592"
"natividade","RJ","1520","251310.14999999956"
"pará de minas","MG","1440","250851.2399999998"
"bom jesus dos perdoes","SP","2790","249353.14999999944"
"capão da canoa","RS","2385","248680.76999999984"
"frederico westphalen","RS","3540","248614.2000000002"
"eldorado do sul","RS","2010","248366.31999999424"
"jose bonifacio","SP","2158","246732.4399999988"
"campo largo","PR","3170","246689.8199999974"
"morrinhos","GO","3320","245645.1399999972"
"conceicao de macabu","RJ","2058","245265.08999999528"
"são joaquim da barra","SP","2337","245241.93000000025"
"palhoça","SC","2430","245174.9999999996"
"ipero","SP","1748","244653.76000000045"
"juazeiro do norte","CE","1373","244043.81999999945"
"guararema","SP","2211","239101.55999999758"
"inhumas","GO","1836","238769.63999999384"
"brotas","SP","2886","238223.75999999963"
"itatiaia","RJ","2964","238127.76000000047"
"parobe","RS","1632","238065.27999999965"
"seropedica","RJ","2201","237239.20000000097"
"bandeirantes","PR","1918","236763.3999999996"
"candido mota","SP","2550","235993.49999999977"
"santa bárbara d'oeste","SP","2458","235990.78000000035"
"muriaé","MG","1459","234986.02999999994"
"feliz","RS","1395","234678.98999999955"
"escada","PE","968","233941.8399999995"
"nova prata","RS","3230","233878.60000000033"
"xaxim","SC","1360","233726.88000000006"
"são josé dos pinhais","PR","2264","233595.7699999998"
"garibaldi","RS","2300","233404.00000000012"
"nova odessa","SP","2462","232550.13000000047"
"goioere","PR","1440","232233.59999999887"
"tietê","SP","2576","231997.91999999963"
"jaguariaiva","PR","2641","231515.61999999947"
"salto de pirapora","SP","2856","230640.36000000132"
"sacramento","MG","2436","230442.12000000023"
"palmeira","PR","1482","229518.47999999824"
"tremembé","SP","1880","229173.4099999956"
"tapiratiba","SP","1056","228907.35999999993"
"fartura","SP","1548","228511.88999999934"
"tres de maio","RS","1624","228409.79999999993"
"piuma","ES","1957","228266.53999999928"
"santa maria de jetiba","ES","2400","226676.3999999971"
"conselheiro pena","MG","2034","226063.27999999674"
"gurupi","TO","985","225799.8499999996"
"são sebastião do paraíso","MG","1739","225602.34999999963"
"junqueiropolis","SP","2109","225245.63999999868"
"itai","SP","1536","224970.24000000005"
"palmeira das missoes","RS","2448","224569.4400000008"
"catole do rocha","PB","420","224555.39999999962"
"telemaco borba","PR","1519","224142.70999999988"
"itapiranga","SC","1008","224043.12000000008"
"biguacu","SC","1584","222270.60000000015"
"criciúma","SC","1502","222087.72999999998"
"pirai","RJ","1900","221815.9999999987"
"flores da cunha","RS","2156","221675.2999999999"
"sao francisco de itabapoana","RJ","2368","221668.47999999934"
"tres lagoas","MS","1475","221342.02999999898"
"descalvado","SP","2506","220481.4599999996"
"catalao","GO","1615","219954.229999998"
"lagarto","SE","1232","219008.15999999884"
"guaxupé","MG","1476","218922.11999999927"
"cruz alta","RS","2661","218044.0600000003"
"cajazeiras","PB","1428","216361.03999999812"
"aracoiaba da serra","SP","1716","216154.51000000045"
"bom jesus do galho","MG","180","215788.05"
"teresópolis","RJ","1606","215664.82000000018"
"teófilo otoni","MG","2576","214913.13000000032"
"barra de sao joao","RJ","1672","214794.80000000045"
"itaporanga","SP","1536","214778.88000000024"
"teixeira de freitas","BA","2085","214197.62999999686"
"cicero dantas","BA","1633","213713.55000000092"
"ipira","BA","512","213291.51999999935"
"paulista","PE","1698","212616.74999999852"
"paraiso do tocantins","TO","1298","212286.719999998"
"pirajui","SP","2144","212191.6799999991"
"ceres","GO","777","211507.17000000033"
"pitangueiras","SP","2636","211221.00000000076"
"ipameri","GO","1274","211170.0499999986"
"vilhena","RO","2152","211156.06000000035"
"francisco beltrão","PR","2029","210726.34000000084"
"camanducaia","MG","963","209687.41999999998"
"casa branca","SP","2158","209422.2800000002"
"teodoro sampaio","SP","1992","209121.8199999998"
"rondon do para","PA","975","208509.75000000012"
"cesario lange","SP","1378","208449.0000000001"
"capao bonito","SP","1867","208437.66999999605"
"itajobi","SP","2268","208397.69999999934"
"trindade","PE","204","208324.79999999984"
"santa rita do sapucaí","MG","2014","207267.10000000027"
"santa juliana","MG","790","207168.8099999999"
"picos","PI","1167","207071.37999999858"
"tiangua","CE","783","206806.82999999926"
"aracruz","ES","1952","206782.59000000046"
"pontal","SP","2632","206307.44"
"vargem grande do sul","SP","3094","205774.8000000008"
"taquari","RS","1651","205648.56000000035"
"mantena","MG","1736","204875.27999999715"
"itamarandiba","MG","1320","204838.8000000005"
"pariquera-acu","SP","1856","204751.59999999971"
"conceicao do mato dentro","MG","2325","204276.04999999647"
"porto nacional","TO","1161","203520.71999999863"
"loanda","PR","1785","202818.8399999981"
"santana do paraiso","MG","1425","202261.50000000017"
"mirandopolis","SP","2370","201448.41999999815"
"paranaguá","PR","1400","201325.54999999993"
"pirapozinho","SP","2280","200544.23999999955"
"xanxerê","SC","1680","200441.75999999992"
"teutonia","RS","2278","200142.40000000023"
"crateus","CE","747","199844.07999999885"
"santa fé do sul","SP","1750","199733.49999999895"
"araripina","PE","1380","199601.36000000077"
"uruacu","GO","2166","199502.27999999965"
"castanhal","PA","1240","198464.71999999974"
"buritis","MG","1808","198452.86000000028"
"francisco morato","SP","2344","197983.80000000042"
"varzea grande","MT","1430","197870.6299999986"
"igrejinha","RS","3360","197069.04000000004"
"araçatuba","SP","1783","195402.99999999974"
"joaçaba","SC","1107","193561.0000000001"
"miguelopolis","SP","1358","192474.18999999977"
"santo antônio de pádua","RJ","1368","191911.68000000017"
"ibate","SP","1624","191700.44000000047"
"simões filho","BA","1025","191530.67999999927"
"carmo","RJ","1920","191128.32000000027"
"bento gonçalves","RS","1745","190733.78000000017"
"floriano","PI","1152","190677.95000000007"
"timóteo","MG","1710","190253.76000000024"
"cantagalo","RJ","1728","190222.07999999967"
"itatinga","SP","432","190096.1999999999"
"gravataí","RS","1096","189428.53999999943"
"nilópolis","RJ","1627","188990.82000000012"
"ipua","SP","1209","188928.57000000007"
"armacao de buzios","RJ","1170","188619.6000000002"
"tubarão","SC","1100","188522.58000000002"
"sao sebastiao do cai","RS","1620","187905.60000000036"
"mutum","MG","1206","187323.96000000025"
"baixo guandu","ES","1463","186080.30000000048"
"paraguacu","MG","2304","185964.8000000001"
"mirassol d'oeste","MT","1358","185465.93999999986"
"limoeiro do norte","CE","1677","185317.52999999933"
"orlândia","SP","1656","185256.7200000005"
"guaíra","SP","2200","184927.00000000035"
"guapimirim","RJ","1287","184718.88000000015"
"ivoti","RS","1937","184031.38999999923"
"pau dos ferros","RN","603","183951.84999999925"
"abaete","MG","1272","183677.86000000042"
"paranavai","PR","1589","183615.82999999897"
"niquelandia","GO","1680","183286.95000000013"
"santa helena de goias","GO","1220","182967.06000000003"
"matão","SP","1352","181214.18000000028"
"ibipora","PR","2085","181169.81999999908"
"capinzal","SC","1776","180641.4000000002"
"três corações","MG","2094","180500.23000000094"
"sao jose do vale do rio preto","RJ","1963","180023.71000000028"
"catu","BA","1331","179923.3699999991"
"campina grande do sul","PR","1716","179785.32000000036"
"barra do pirai","RJ","1741","179415.01999999952"
"caconde","SP","1210","179100.9000000002"
"piratininga","SP","730","178790.13999999993"
"sao gabriel da palha","ES","1651","178663.60000000027"
"tapejara","RS","1377","178264.8900000007"
"quarai","RS","296","177821.2599999999"
"foz do iguaçu","PR","1529","177770.37000000058"
"estancia velha","RS","1531","177740.2299999996"
"eusebio","CE","1680","177400.79999999792"
"querencia","MT","847","177301.7400000001"
"farroupilha","RS","2037","177239.2700000002"
"santo amaro","BA","1176","176981.1399999988"
"santo antonio da platina","PR","2170","176794.55000000092"
"estancia","SE","816","176436.19999999818"
"ouricuri","PE","624","175255.08000000007"
"quatro barras","PR","2079","174602.3400000002"
"codo","MA","792","174227.03999999983"
"timbó","SC","968","174137.48000000024"
"itumbiara","GO","1512","173449.68999999977"
"ipojuca","PE","1836","173361.6"
"macapá","AP","942","171814.2000000001"
"barra velha","SC","1836","171769.02000000014"
"aracuai","MG","1134","171735.47999999984"
"tucurui","PA","660","171315.42000000016"
"marechal cândido rondon","PR","1598","171012.32000000012"
"guaramirim","SC","1736","170757.92000000025"
"jaraguá do sul","SC","1383","170500.63000000035"
"sombrio","SC","1807","170388.97999999963"
"auriflama","SP","1001","170321.0600000003"
"palotina","PR","1950","170188.2"
"serrana","SP","2405","169811.50000000015"
"santa gertrudes","SP","1846","169577.81999999995"
"sao miguel arcanjo","SP","1677","169130.6100000002"
"itaqui","RS","2482","168539.48000000138"
"comodoro","MT","600","168376.5"
"anchieta","ES","1260","166639.20000000024"
"são joão del rei","MG","1470","166628.84000000005"
"paranaiba","MS","1648","166471.6900000004"
"rondonópolis","MT","1122","166368.6700000001"
"corumba","MS","1230","166273.22000000035"
"lambari","MG","1100","165711.7000000006"
"paranatinga","MT","201","165040.4300000001"
"mendes","RJ","1862","165019.74999999852"
"pilar do sul","SP","2296","164387.04000000036"
"camboriu","SC","1803","164357.40000000046"
"colider","MT","760","164291.48000000019"
"mangaratiba","RJ","2339","163835.5400000002"
"valente","BA","510","163688.5799999998"
"baependi","MG","1160","163448.64000000068"
"garanhuns","PE","1476","163292.08000000022"
"tanabi","SP","1392","162909.24000000063"
"ampere","PR","828","162809.64000000016"
"passa quatro","MG","1023","162430.08000000016"
"cangucu","RS","1530","161667.96000000008"
"itaberaba","BA","1480","161195.6799999987"
"bocaiuva","MG","1287","160208.72999999992"
"santa maria da vitoria","BA","1395","159081.15000000008"
"sarzedo","MG","3059","159056.73000000027"
